Display Name;Salutation;Last Name;First Name;Display Bio;Begin Date;End Date
Lars Buchardt;m;Buchardt;Lars;1964;1964;0
Ulrik Crone;m;Crone;Ulrik;1964;1964;0
Suzette Gemzøe;K;Gemzøe;Susette;-1964;1964;0
Signe Guttormsen;k;Guttormsen;Signe;1964;1964;0
Jette Hartvig;k;Hartvig;Jette;1964;1964;0
Signe Højmark;k;Højmark;Signe;1964;1964;0
Klaus Thejll Jakobsen;m;Jakobsen;Klaus Thejll;1964;1964;0
Dorte Jelstrup;k;Jelstrup;Dorte;1964;1964;0
Lone Skov Madsen;k;Madsen;Lone Skov;1964;1964;0
Kis Nielsen;k;Nielsen;Kis;1964;1964;0
Tina Maria Nielsen;k;Nielsen;Tina Maria;1964;1964;0
Karina Noyons;k;Noyons;Karina;1964;1964;0
Lars Bent Petersen;m;Petersen;Lars Bent;1964;1964;0
Peter Nansen Scherfig;m;Scherfig;Peter Nansen;1964;1964;0
Ann Schmidt-Christensen;k;Schmidt-Christensen;Ann;1964;1964;0
Thorkild Thøgersen;m;Thøgersen;Thorkild;1964;1964;0
Helene Vonsild;k;Vonsild;Helene;1964;1964;0
Laila Westergaard;k;Westergaard;Laila;1964;1964;0
Josephine Winther;k;Winther;Josephine;1964;1964;0
Grethe Wittrock;k;Wittrock;Grethe;1964;1964;0
Per Ahlmann;m;Ahlmann;Per;1965;1965;0
Lars Kiel Bertelsen;m;Bertelsen;Lars Kiel;1965;1965;0
Katrine Borup;k;Borup;Katrine;1965;1965;0
Henrik Brahe;m;Brahe;Henrik;1965;1965;0
Mikkel Olaf Eskildsen;m;Eskildsen;Mikkel Olaf;1965;1965;0
Morten Løbner Espersen;m;Espersen;Morten Løbner;1965;1965;0
Lars Folke Grenaae;m;Grenaae;Lars Folke;1965;1965;0
Jens Haaning;m;Haaning;Jens;1965;1965;0
Castello Christian Hansen;m;Hansen;Castello Christian;1965;1965;0
Henrik Leach Hansen;m;Hansen;Henrik Leach;1965;1965;0
Aleksej Iskos;m;Iskos;Aleksej;1965;1965;0
Jakob Jakobsen;m;Jakobsen;Jakob;1965;1965;0
Torben Kapper;m;Kapper;Torben;1965;1965;0
Annemette Kissow;k;Kissow;Annemette;1965;1965;0
Sia Mai;k;Mai;Sia;1965;1965;0
Anne C. Manna;k;Manna;Anne C.;1965;1965;0
Olof Olsson;m;Olsson;Olof;1965;1965;0
Turi Heisselberg Pedersen;k;Pedersen;Turi Heisselberg;1965;1965;0
Louise Sass;k;Sass;Louise;1965;1965;0
Rikke Ravn Sørensen;k;Sørensen;Rikke;1965;1965;0
Lisbeth Thingholm;k;Thingholm;Lisbeth;1965;1965;0
Eva Thomsen;k;Thomsen;Eva;1965;1965;0
Morten Tillitz;m;Tillitz;Morten;-1965;1965;0
Gitte Villesen;k;Villesen;Gitte;1965;1965;0
Nicolai Appel;m;Appel;Nicolai;1966;1966;0
Lars Arrhenius;m;Arrhenius;Lars;1966;1966;0
Kenneth A. Balfelt;M;Balfelt;Kenneth A.;1966;1966;0
Thorbjørn Bechmann;m;;Thorbjørn;1966;1966;0
Martin Bigum;m;Bigum;Martin;-1966;1966;0
Jasper Böye;m;Böye;Jasper;1966;1966;0
Jes Brinch;m;Brinch;Jes;-1966;1966;0
Henrik Capetillo;m;Capetillo;Henrik;1966;1966;0
Maj Winther Christensen;k;Christensen;Maj Winther;1966;1966;0
Jesper Dyrehauge;m;Dyrehauge;Jesper;1966;1966;0
Kasia Gasparski;k;Gasparski;Kasia;1966;1966;0
Michael Geertsen;m;Geertsen;Michael;1966;1966;0
Henriette Heise;k;Heise;Henriette;1966;1966;0
Peter Holst Henckel;m;Henckel;Peter Holst;1966;1966;0
Steen Ipsen;m;Ipsen;Steen;1966;1966;0
Hansina Iversen;k;Iversen;Hansina;1966;1966;0
Smike Käszner;m;Käszner;Smike;1966;1966;0
Peter Land;m;Land;Peter;1966;1966;0
John Maeda;m;Maeda;John;1966;1966;0
Søren Martinsen;m;Martinsen;Søren;1966;1966;0
Kathrine Schrøder Moseholm;k;Moseholm;Kathrine Schrøder;1966;1966;0
Pernille Mouritzen;k;Mouritzen;Pernille;1966;1966;0
Nils Norman;m;Norman;Nils;1966;1966;0
Balder Olrik;m;Olrik;Balder;1966;1966;0
Anne Marie Ploug;k;Ploug;Anne Marie;1966;1966;0
Åsa Sonjasdotter;k;Sonjasdotter;Åsa;1966;1966;0
Lisa Strömbeck;k;Strömbeck;Lisa;1966;1966;0
Peter Kofoed Thomsen;m;Thomsen;Peter Kofoed;1966;1966;0
Malene Bach;k;Bach;Malene;1967;1967;0
Nanna Backhaus;k;Backhaus;Nanna;1967;1967;0
Søren Behncke;m;Behncke;Søren;1967;1967;0
Marianne Hvidtfeldt Buus;k;Buus;Marianne Hvidtfeldt;1967;1967;0
Peter Callesen;m;Callesen;Peter;-1967;1967;0
Lene Desmentik;k;Desmentik;Lene;1967;1967;0
Claus Ejner;m;Ejner;Claus;1967;1967;0
Olafur Eliasson;m;Eliasson;Olafur;1967;1967;0
Mads Gamdrup;m;Gamdrup;Mads;1967;1967;0
Fanny Sophie Gjestland;k;Gjestland;Fanny Sophie;1967;1967;0
Tamar Guimarães;k;Guimarães;Tamar;1967;1967;0
Flemming Tvede Hansen;m;Hansen;Flemming Tvede;1967;1967;0
Thorgej Steen Hansen;m;Hansen;Thorgej Steen;1967;1967;0
Signe Jais;k;Jais;Signe;1967;1967;0
Henrik Plenge Jakobsen;m;Jakobsen;Henrik Plenge;1967;1967;0
Gitte Jungersen;k;Jungersen;Gitte;1967;1967;0
John Kørner;m;Kørner;John;1967;1967;0
Nynne Livbjerg;k;Livbjerg;Nynne;1967;1967;0
Henrik Olesen;m;Olesen;Henrik;1967;1967;0
Camilla Prasch;k;Prasch;Camilla;1967;1967;0
Tal R;m;R;Tal;1967;1967;0
Tine Rolfsager;k;Rolfsager;Tine;;1967;0
Vibeke Fonnesberg Schmidt;k;Schmidt;Vibeke Fonnesberg;1967;1967;0
Helle Thorell;k;Thorell;Helle;1967;1967;0
Signe Vad;k;Vad;Signe;1967;1967;0
Charlotte Vejlø;k;Vejlø;Charlotte;1967;1967;0
Mette Vivelsted;k;Vivelsted;Mette;1967;1967;0
Iben West;k;West;Iben;1967;1967;0
Cecilia Westerberg;k;Westerberg;Cecilia;1967;1967;0
Ivan Andersen;m;Andersen;Ivan;1968;1968;0
Victor Ash;m;Ash;Victor;1968;1968;0
Kaspar Kaum Bonnén;m;Bonnén;Kaspar Kaum;1968;1968;0
Jens Brok;m;Brok;Jens;1968;1968;0
Johannes Christoffersen;m;Christoffersen;Johannes;1968;1968;0
Jesper Gram;m;Gram;Jesper;1968;1968;0
Simon Grimm;m;Grimm;Simon;1968;1968;0
Trine Fjord Hansen;k;Hansen;Trine Fjord;1968;1968;0
Ellen Hyllemose;k;Hyllemose;Ellen;1968;1968;0
Bertil Skov Jørgensen;m;Jørgensen;Bertil Skov;1968;1968;0
Tine Louise Kortermand;k;Kortermand;Tine;1968;1968;0
Astrid Krogh;k;Krogh;Astrid;1968;1968;0
Thomas Langhoff;m;Langhoff;Thomas;1968;1968;0
Karin Lorentzen;k;Lorentzen;Karin;-1968;1968;0
Ina Olsen;k;Olsen;Ina;1968;1968;0
Emil Salto;m;Salto;Emil;1968;1968;0
René Schmidt;m;Schmidt;René;1968;1968;0
Anna Sørensen;k;Sørensen;Anna;1968;1968;0
Mette Vangsgaard;k;Vangsgaard;Mette;1968;1968;0
Kathrine Ærtebjerg;k;Ærtebjerg;Kathrine;1969;1969;0
Thor Ruhwald Axilgård;m;Axilgård;Thor Ruhwald;1969;1969;0
Martin Berge;m;Berge;Martin;1969;1969;0
Helle Bjerrum;k;Bjerrum;Helle;1969;1969;0
Eva Steen Christensen;k;Christensen;Eva Steen;1969;1969;0
Lisbeth Eugenie Christensen;k;Christensen;Lisbeth;1969;1969;0
Andrew Dupont;m;Dupont;Andrew;1969;1969;0
Helen Clara Hemsley;k;Hemsley;Helen;1969;1969;0
Sebastian Peter Jørgensen;m;Jørgensen;Sebastian Peter;1969;1969;0
Thomas Kluge;m;Kluge;Thomas;1969;1969;0
Gurli Elbækgaard Kristensen;k;Kristensen;Gurli Elbækgaard;1969;1969;0
Sian Kristoffersen;k;Kristoffersen;Sian;1969;1969;0
Karin Lind;k;Lind;Karin;1969;1969;0
Nikolaj S. von der Recke;m;Recke;Nikolaj S. von der;1969;1969;0
Rosan Bosch;k;;;Danmark,  1969;1969;0
Mette Saabye;k;Saabye;Mette;1969;1969;0
Søren Solkær Starbird;m;Starbird;Søren Solkær;1969;1969;0
Jasper Sebastian Stürup;m;Stürup;Jasper Sebastian;1969;1969;0
Christian Vind;m;Vind;Christian;1969;1969;0
Katrine Wiedemann;k;Wiedemann;Katrine;-1969;1969;0
Jens Andersen;m;Andersen;Jens;1970;1970;0
Gitte Bach;k;Bach;Gitte;1970;1970;0
Margaret Bridgwater;k;Bridgwater;Margaret;1970 - 2005;1970;2005
Morten Buch;m;Buch;Morten;1970;1970;0
Trine Drivsholm;k;Drivsholm;Trine;1970;1970;0
Rikke Hagen;k;Hagen;Rikke;1970;1970;0
Helle Hove;k;Hove;Helle;1970;1970;0
Nicolai Howalt;m;Howalt;Nicolai;1970;1970;0
Thomas Hylander;m;Hylander;Thomas;1970;1970;0
Peter Lindhard;m;Lindhard;Peter;1970;1970;0
Tobias Møhl;m;Møhl;Tobias;1970;1970;0
Julie Nord;k;Nord;Julie;1970;1970;0
Jesper Ranum;m;Ranum;Jesper;1970;1970;0
Lilibeth Cuenca Rasmussen;k;Rasmussen;Lilibeth Cuenca;1970;1970;0
Torbjørn Rødland;m;Rødland;Torbjørn;1970;1970;0
Trine Trier;k;Trier;Trine;1970;1970;0
Lise Blomberg Andersen;k;Andersen;Lise Blomberg;1971;1971;0
Anders Brinch;m;Brinch;Anders;1971;1971;0
Tine Broksø;k;Broksø;Tine;1971;1971;0
Kristian Devantier;m;Devantier;Kristian;1971;1971;0
Benny Dröscher;m;Dröscher;Benny;-1971;1971;0
Pernille Koldbech Fich;k;Fich;Pernille;-1971;1971;0
Claus Domine Hansen;m;Hansen;Claus Domine;1971;1971;0
Julie Edel Hardenberg;k;Hardenberg;Julie;1971;1971;0
Kristofer Hultenberg;m;Hultenberg;Kristofer;1971;1971;0
Lene Vad Jensen;k;Jensen;Lene Vad;1971;1971;0
Ole Tersløse Jensen;m;Jensen;Ole Tersløse;1971;1971;0
Sophus Ejler Jepsen;m;Jepsen;Sophus;1971;1971;0
Jakob Kolding;m;Kolding;Jakob;1971;1971;0
Marie- Louise Kristensen;k;Kristensen;Marie- Louise;1971;1971;0
Nikolaj Skyum Bendix Larsen;m;Larsen;Nikolaj;1971;1971;0
Christina Malbek;k;Malbek;Christina;1971;1971;0
Karen Fly Melander;k;Melander;Karen;1971;1971;0
Karen Nybro Mogensen;k;Mogensen;Karen Nybro;1971;1971;0
Marianne Nielsen;k;Nielsen;Marianne;1971;1971;0
Alikka Garder Petersen;k;Petersen;Alikka;1971;1971;0
FOS;m;Poulsen;Thomas;1971;1971;0
Tina Ratzer;k;Ratzer;Tina;1971;1971;0
Julie Sass;k;Sass;Julie;1971;1971;0
William Hjort;m;Hjort;William;1971;1971;0
Mette Winckelmann;k;Winckelmann;Mette;1971;1971;0
Camilla Berner;k;Berner;Camilla;1972;1972;0
Trine Boesen;k;Boesen;Trine;1972;1972;0
Henriette Bretton-Meyer;k;Bretton-Meyer;Henriette;-1972;1972;0
Ane Christensen;k;Christensen;Ane;-1972;1972;0
Lars Christensen;m;Christensen;Lars;1972;1972;0
Sonja Lillebæk Christensen;k;Christensen;Sonja;1972;1972;0
Annette Dam;k;Dam;Anette;-1972;1972;0
Ane Davidsen;k;Davidsen;Ane;1972;1972;0
Cathrine Raben Davidsen;k;Davidsen;Cathrine;-1972;1972;0
Camilla Holmgren;k;Holmgren;Camilla;1972;1972;0
Maja Ingerslev;m;Ingerslev;Maja;1972;1972;0
Esben Klemann;m;Klemann;Esben;1972;1972;0
Eske Knudstrup;m;Knudstrup;Eske;1972;1972;0
Mia Lerssi;k;Lerssi;Mia;1972;1972;0
Søren Lose;m;Lose;Søren;1972;1972;0
Pernille With Madsen;k;Madsen;Pernille;1972;1972;0
Lasse Krog Møller;m;Møller;Lasse;1972;1972;0
Charlotte Pedersen;k;Pedersen;Charlotte;1972;1972;0
Kirstine Roepstorff;k;Roepstorff;Kirstine;1972;1972;0
Morten Medegaard Schelde;m;Schelde;Morten Medegaard;1972;1972;0
Marika Seidler;k;Seidler;Marika;1972;1972;0
Trine Søndergaard;k;Søndergaard;Trine;1972;1972;0
Tommy Støckel;m;Støckel;Tommy;1972;1972;0
Judit Ström;k;Ström;Judit;1972;1972;0
Astrid Svangren;k;Svangren;Astrid;1972;1972;0
Evren Tekinotay;K;Tekinotay;Evren;-1972;1972;0
Mariko Wada;k;Wada;Mariko;1972;1972;0
Ulrik Weck;m;Weck;Ulrik;-1972;1972;0
Rikke Benborg;k;Benborg;Rikke;1973;1973;0
Anna Bjerger;k;Bjerger;Anna;-1973;1973;0
Dorte Buchwald;k;Buchwald;Dorte;1973;1973;0
Peter Linde Busk;m;Busk;Peter;1973;1973;0
Troels Carlsen;m;Carlsen;Troels;1973;1973;0
Christina Schou Christensen;k;Christensen;Christina;1973;1973;0
Ismar Cirkinagic;m;Cirkinagic;Ismar;1973;1973;0
Søren Dahlgaard;m;Dahlgaard;Søren;1973;1973;0
Sidsel Dorph-Jensen;k;Dorph-Jensen;Sidsel;1973;1973;0
Jeannette Ehlers;k;Ehlers;Jeannette;1973;1973;0
Lise Harlev;k;Harlev;Lise;1973;1973;0
Ulrik Heltoft;m;Heltoft;Ulrik;1973;1973;0
Louise Hindsgavl;m;Hindsgavl;Louise;1973;1973;0
Jacob Brostrup Jensen;m;Jensen;Jacob Brostrup;1973;1973;0
Larissa Sanssour;k;;Larissa;1973;1973;0
Tomas Lagermand Lundme;m;Lundme;Tomas Lagermand;1973;1973;0
Henrik Menné;m;Menné;Henrik;1973;1973;0
Peter Chr. Petersen;m;Petersen;Peter Chr.;1973;1973;0
Rikke Munck Petersen;k;Petersen;Rikke Munck;1973;1973;0
Hartmut Stockter;m;Stockter;Hartmut;1973;1973;0
Pernille Kapper Williams;k;Williams;Pernille Kapper;1973;1973;0
Ebbe Stub Wittrup;m;Wittrup;Ebbe;1973;1973;0
Kristoffer Akselbo;m;Akselbo;Kristoffer;1974;1974;0
Christian Andersen;m;Andersen;Christian;1974;1974;0
Lykke Andersen;k;Andersen;Lykke;1974;1974;0
Vibe Bredahl;k;Bredahl;Vibe;1974;1974;0
Jesper Dalgaard;m;Dalgaard;Jesper;1974;1974;0
Christian Finne;m;Finne;Christian;1974;1974;0
Malene Hartmann;k;Hartmann;Malene;1974;1974;0
Jeppe Hein;m;Hein;Jeppe;-1974;1974;0
Sofie Hesselholdt;k;Hesselholdt;Sofie;1974;1974;0
Honza Hoeck;m;Hoeck;Honza;1974;1974;0
Randi Jørgensen;k;Jørgensen;Randi;1974;1974;0
Jesper Just;m;Just;Jesper;1974;1974;0
Karen Kjældgård-Larsen;k;Kjældgård-Larsen;Karen;1974;1974;0
Karoline H. Larsen;k;Larsen;Karoline H.;1974;1974;0
Rasmus Lütken;m;Lütken;Rasmus;1974;1974;0
Anne Sofie Meldgaard;k;Meldgaard;Anne Sofie;1974;1974;0
Fie Norsker;k;Norsker;Fie;1974;1974;0
Camilla Rasborg;k;Rasborg;Camilla;1974;1974;0
Anders Ruhwald;m;Ruhwald;Anders;1974;1974;0
Adam Saks;m;Saks;Adam;1974;1974;0
Signe Schjøth;k;Schjøth;Signe;1974;1974;0
Morten Søkilde;m;Søkilde;Morten;1974;1974;0
Malene Nors Tardrup;k;Tardrup;Malene;1974;1974;0
Sara Katrine Thiesen;k;Thiesen;Sara;1974;1974;0
Anna Fro Vodder;k;Vodder;Anna;1974;1974;0
Carina Zunino;k;Zunino;Carina;1974;1974;0
Søren Assenholt;m;Assenholt;Søren;1975;1975;0
Nanna Debois Buhl;k;Buhl;Nanna;-1975;1975;0
Mia Helmer;k;Helmer;Mia;1975;1975;0
Jakob Hunosøe;m;Hunosøe;Jakob;1975;1975;0
HuskMitNavn;m;;HuskMitNavn;1975;1975;0
Ulla Hvejsel;k;Hvejsel;Ulla;1975;1975;0
Astrid Kruse Jensen;k;Jensen;Astrid Kruse;1975;1975;0
Jacob Dahl Jürgensen;m;Jürgensen;Jacob Dahl;1975;1975;0
Eske Kath;m;Kath;Eske;1975;1975;0
Jacob Kirkegaard;m;Kirkegaard;Jacob;1975;1975;0
Birgitte Kristensen;k;Kristensen;Birgitte;;1975;0
Rannvá Pålsdóttir Kunoy;k;Kunoy;Rannvá Pålsdóttir;1975;1975;0
Jacob Nielsen;m;Nielsen;Jacob;1975;1975;0
Kristoffer Ørum;m;Ørum;Kristoffer;1975;1975;0
Pind;m;Pind;;-1975;1975;0
Christina Rivett;k;Rivett;Christina;1975;1975;0
Kamilla Ruberg;k;Ruberg;Kamilla;1975;1975;0
Andreas Schulenburg;m;Schulenburg;Andreas;1975;1975;0
Svend-Allan Sørensen;m;Sørensen;Svend-Allan;1975;1975;0
Maria Torp;k;Torp;Maria;1975;1975;0
Bettina Camilla Vestergaard;k;Vestergaard;Bettina;1975;1975;0
Kasper Akhøj;m;Akhøj;Kasper;1976;1976;0
Thomas Bangsted;m;Bangsted;Thomas;1976;1976;0
Jens Axel Beck;m;Beck;Jens;1976;1976;0
Anders Bojen;m;Bojen;Anders;1976;1976;0
Anders Bonnesen;m;Bonnesen;Anders;1976;1976;0
Julie Boserup;k;Boserup;Julie;1976;1976;0
Christian Bretton-Meyer;m;Bretton-Meyer;Christian;1976;1976;0
Rose Eken;k;Eken;Rose;1976;1976;0
Heidi Hove;k;Hove;Heidi;1976;1976;0
Jacob Jessen;m;Jessen;Jacob;-1976;1976;0
Lone Løvschal;k;Løvschal;Lone;1976;1976;0
Marie Lund;k;Lund;Marie;1976;1976;0
Katrine Malinovsky;k;Malinovsky;Katrine;1976;1976;0
Vibeke Mejlvang;k;Mejlvang;Vibeke;1976;1976;0
Asef Mufeed;m;Mufeed;Asef;1976;1976;0
Jacob Aue Sobol;m;Sobol;Jacob Aue;1976;1976;0
Daniel Svarre;m;Svarre;Daniel;1976;1976;0
Alen Aligrudic;m;Aligrudic;Alen;1977;1977;0
Zven Balslev;m;Balslev;Zven;1977;1977;0
Jacob Borges;m;Borges;Jacob;1977;1977;0
Jesper Carlsen;m;Carlsen;Jesper;1977;1977;0
Lea-Mi Engholm;k;Engholm;Lea-Mi;-1977;1977;0
Anne Haaning;k;Haaning;Anne;1977;1977;0
Asmund Havsteen-Mikkelsen;m;Havsteen-Mikkelsen;Asmund;1977;1977;0
Jeanette Hillig;k;Hillig;Jeanette;1977;1977;0
Stine Marie Jacobsen;k;Jacobsen;Stine;1977;1977;0
Mette Juul;k;Juul;Mette;1977;1977;0
Ferdinand Ahm Krag;m;Krag;Ferdinand Ahm;1977;1977;0
Kaspar Oppen Samuelsen;m;Samuelsen;Kaspar;1977;1977;0
Jonas Hvid Søndergaard;m;Søndergaard;Jonas Hvid;1977;1977;0
Lars Worm;m;Worm;Lars;1977;1977;0
Rikke Borg-Lauritsen;k;Borg-Lauritsen;Rikke;1978;1978;0
Pernille Braun;k;Braun;Pernille;1978;1978;0
Peter Rune Christiansen;m;Christiansen;Peter Rune;1978;1978;0
Anders Clausen;m;Clausen;Anders;1978;1978;0
Thilo Frank;m;Frank;Thilo;1978;1978;0
Lasse Schmidt Hansen;m;Hansen;Lasse;1978;1978;0
Emil Westman Hertz;m;Hertz;Emil;1978;1978;0
Ingen Frygt;k;Ingen Frygt;;;1978;0
Adam Jeppesen;m;Jeppesen;Adam;1978;1978;0
Kaori Juzu;k;Juzu;Kaori;1978;1978;0
Heine Kjærgaard Klausen;m;Klausen;Heine Kjærgaard;1978;1978;0
Anne Lass;k;Lass;Anne;1978;1978;0
Mikael Mørkholt;m;Mørkholt;Mikael;-1978;1978;0
Magrethe Odgaard;K;Odgaard;Magrethe;-1978;1978;0
Allan Otte;m;Otte;Allan;1978;1978;0
Rolf Munck Petersen;m;Petersen;Rolf Munck;1978;1978;0
June Pilaiporn Pethrith;k;Pethrith;June Pilaiporn;1978;1978;0
Marie Retpen;k;Retpen;Marie;1978;1978;0
Torben Ribe;m;Ribe;Torben;1978;1978;0
Emil Alsbo;m;Alsbo;Emil;1979;1979;0
Christoffer Munch Andersen;m;Andersen;Christoffer Munch;-1979;1979;0
Augusta Atla;k;Atla;Augusta;1979;1979;0
Eva Louise Buus;k;Buus;Eva Louise;1979;1979;0
Lotte Fløe Christensen;k;Christensen;Lotte;1979;1979;0
Morten Emil Engel;m;Engel;Morten Emil;1979;1979;0
Søren Thilo Funder;m;Funder;Søren;1979;1979;0
Stine Goya;k;Goya;Stine;1979;1979;0
Gudrun Hasle;k;Hasle;Gudrun;1979;1979;0
Marie T. Hermann;k;Hermann;Marie;1979;1979;0
Morten Ernlund Jørgensen;m;Jørgensen;Morten Ernlund;1979;1979;0
Anne Sofie Madsen;k;Madsen;Anne Sofie;1979;1979;0
Troels Sandegård;m;Sandegård;Troels;1979;1979;0
Jane Jin Kaisen;k;Kaisen;Jane;-1980;1980;0
Ida Kvetny;k;Kvetny;Ida;1980;1980;0
Morten Skrøder Lund;m;Lund;Morten;1980;1980;0
Mie Mørkeberg;k;Mørkeberg;Mie;1980;1980;0
Anne Skole Overgaard;k;Overgaard;Anne;1980;1980;0
Valérie Collart;K;Collart;Valérie;-1981;1981;0
Rasmus Bækkel Fex;m;Fex;Rasmus;-1981;1981;0
Silas Inoue;m;Inoue;Silas;1981;1981;0
Marie Kølbæk Iversen;k;Iversen;Marie Kølbæk;1981;1981;0
Marie Søndergaard Lolk;k;Lolk;Marie Søndergaard;1981;1981;0
Lea Porsager;k;Porsager;Lea;1981;1981;0
Tove Storch;k;Storch;Tove;1981;1981;0
Theis Wendt;m;Wendt;Theis;1981;1981;0
Ditte Ejlerskov;k;Ejlerskov;Ditte;1982;1982;0
Simon Lindhardt;m;Lindhardt;Simon;1982;1982;0
Rasmus Høj Mygind;m;Mygind;Rasmus;1982;1982;0
Peter Olsen;m;Olsen;Peter;1982;1982;0
Krista Rosenkilde;k;Rosenkilde;Krista;1982;1982;0
Johan Rosenmunthe;m;Rosenmunthe;Johan;1982;1982;0
Ditte Knus Tønnesen;k;Tønnesen;Ditte;1982;1982;0
Ester Fleckner;K;Fleckner;Ester;-1983;1983;0
Absalon Windeløv Kirkeby;m;Kirkeby;Absalon Windeløv;1983;1983;0
Alexander Tovborg;m;Tovborg;Alexander;1983;1983;0
Malene Kastalje;k;Kastalje;Malene;1984;1984;0
Anders Reventlov Larsen;m;Larsen;Anders;1984;1984;0
Nanna Abell;k;Abell;Nanna;-1985;1985;0
Claus Frederiksen (CLAF);m;Frederiksen;Claus;1985;1985;0
Stense Andrea Lind-Valdan;K;Lind-Valdan;Stense Andrea;-1985;1985;0
Louise Grønlykke;k;Grønlykke;Louise;1990;1990;0
